,    Order |  ,    Club |  ,    State |  ,    Competition |  ,    Expenditures |  ,    Arrivals |  ,    Income  |  ,    Departures |  ,    Balance |  ,    Season |  , Inflacion + Income |  , Inflacion + Expenditures |  , Inflacion + Balance |  
954,51,RealBetisBalompié,Spain,LaLiga,38500000.0,26,27070000.0,25,-11430000.0,2017,27862210.02,39626711.7,-11764501.68
955,51,ValenciaCF,Spain,LaLiga,36000000.0,23,114900000.0,24,78900000.0,2016,119563074.15,37461015.4,82102058.75
956,51,USSassuolo,Italy,SerieA,30700000.0,34,25300000.0,30,-5400000.0,2015,26392731.19,32025962.36,-5633231.16
957,51,GenoaCFC,Italy,SerieA,23440000.0,92,23230000.0,74,-204000.0,2013,24397147.21,24617698.26,-214249.59
958,51,UCSampdoria,Italy,SerieA,20550000.0,76,6500000.0,50,-14050000.0,2012,6977953.37,22061067.95,-15083114.59
959,51,LeicesterCity,England,Championship,17950000.0,35,1250000.0,38,-16710000.0,2011,1378889.28,19800849.99,-18432991.83
960,51,DynamoKyiv,Ukraine,PremierLiga,15700000.0,21,22150000.0,26,6450000.0,2009,25205909.03,17866039.36,7339869.67
961,51,UdineseCalcio,Italy,SerieA,20100000.0,73,34900000.0,54,14800000.0,2008,40372602.99,23251842.98,17120760.01
962,51,LokomotivMoscow,Russia,PremierLiga,19800000.0,18,24250000.0,17,4450000.0,2007,28923715.43,23616064.55,5307650.87
963,51,RCDMallorca,Spain,LaLiga,13000000.0,17,3600000.0,20,-9400000.0,2006,4376577.17,15804306.44,-11427729.27
964,51,CharltonAthletic,England,PremierLeague,9100000.0,31,5710000.0,23,-3390000.0,2005,7099278.3,11314086.26,-4214807.96
965,51,FCBasel1893,Switzerland,SuperLeague,7350000.0,16,5150000.0,11,-2200000.0,2004,6554119.17,9353937.07,-2799817.9
966,51,Trabzonspor,Turkey,SüperLig,5300000.0,17,0.0,21,-5300000.0,2003,0.0,6881312.79,-6881312.79
967,51,BresciaCalcio,Italy,SerieA,5200000.0,31,2500000.0,29,-2700000.0,2002,3320877.8,6907425.81,-3586548.02
968,51,FCSchalke04,Germany,Bundesliga,12080000.0,10,650000.0,8,-11430000.0,2001,881540.53,16383091.74,-15501551.21
969,51,RealSociedad,Spain,LaLiga,10400000.0,14,0.0,12,-10400000.0,2000,0.0,14466547.82,-14466547.82
970,52,ShakhtarDonetsk,Ukraine,PremierLiga,41200000.0,27,69000000.0,21,27800000.0,2018,70076904.67,41843021.34,28233883.33
971,52,BorussiaMönchengladbach,Germany,Bundesliga,37250000.0,15,31080000.0,15,-6170000.0,2017,31989563.63,38340130.15,-6350566.52
972,52,Ajax ,Netherlands,Eredivisie,35500000.0,21,80500000.0,19,45000000.0,2016,83766992.77,36940723.52,46826269.25
973,52,CrystalPalace,England,PremierLeague,28800000.0,21,5400000.0,26,-23400000.0,2015,5633231.16,30043899.54,-24410668.38
974,52,USPalermo,Italy,SerieA,19700000.0,58,18500000.0,45,-1200000.0,2014,19266207.92,20515907.9,-1249699.97
975,52,FKKrasnodar,Russia,PremierLiga,22500000.0,21,6500000.0,16,-16000000.0,2013,6826580.15,23630469.74,-16803889.6
976,52,SwanseaCity,England,PremierLeague,20470000.0,21,32600000.0,24,12130000.0,2012,34997119.97,21975185.45,13021934.52
977,52,StadeRennaisFC,France,Ligue1,16800000.0,13,5500000.0,13,-11300000.0,2011,6067112.81,18532271.86,-12465159.05
978,52,RedBullSalzburg,Austria,Bundesliga,15400000.0,20,11600000.0,16,-3800000.0,2010,13080265.26,17365179.74,-4284914.48
979,52,ParisSaintGermain,France,Ligue1,15500000.0,18,6300000.0,17,-9200000.0,2009,7169175.03,17638446.5,-10469271.47
980,52,PSVEindhoven,Netherlands,Eredivisie,19800000.0,22,23000000.0,17,3200000.0,2008,26606586.5,22904800.55,3701785.95
981,52,RubinKazan,Russia,PremierLiga,19550000.0,22,2750000.0,20,-16800000.0,2007,3280008.97,23317881.92,-20037872.96
982,52,BorussiaDortmund,Germany,Bundesliga,12200000.0,11,16950000.0,10,4750000.0,2006,20606384.16,14831733.73,5774650.43
983,52,BesiktasJK,Turkey,SüperLig,9070000.0,32,10750000.0,28,1680000.0,2005,13365541.46,11276787.08,2088754.39
984,52,PortsmouthFC,England,PremierLeague,7350000.0,28,6600000.0,37,-750000.0,2004,8399453.7,9353937.07,-954483.37
985,52,StadeRennaisFC,France,Ligue1,5250000.0,20,6330000.0,25,1080000.0,2003,8218624.52,6816394.74,1402229.78
986,52,Ajax ,Netherlands,Eredivisie,5030000.0,25,400000.0,20,-4630000.0,2002,531340.45,6681606.12,-6150265.68
987,52,Bayer04Leverkusen,Germany,Bundesliga,12000000.0,15,9200000.0,9,-2800000.0,2001,12477189.07,16274594.44,-3797405.37
988,52,BayernMunich,Germany,Bundesliga,10000000.0,6,275000.0,7,-9730000.0,2000,382528.91,13910142.14,-13534568.3
989,53,CFMonterrey,Mexico,LigaMXClausura,40500000.0,25,4480000.0,23,-36020000.0,2018,4549920.77,41132096.22,-36582175.45
990,53,BurnleyFC,England,PremierLeague,35740000.0,17,50000000.0,18,14260000.0,2017,51463261.95,36785939.64,14677322.31
991,53,ShanghaiGreenlandShenhua,China,SuperLeague,35400000.0,19,4290000.0,17,-31110000.0,2016,4464104.33,36836665.14,-32372560.81
992,53,TorinoFC,Italy,SerieA,28340000.0,62,19750000.0,45,-8590000.0,2015,20603021.39,29564031.7,-8961010.31
993,53,ShanghaiGreenlandShenhua,China,SuperLeague,19240000.0,17,1450000.0,18,-17790000.0,2014,1510054.13,20036856.24,-18526802.11
994,53,ValenciaCF,Spain,LaLiga,22470000.0,22,47100000.0,16,24630000.0,2013,49466450.0,23598962.45,25867487.55
995,53,LokomotivMoscow,Russia,PremierLiga,20000000.0,20,8700000.0,16,-11300000.0,2012,9339722.2,21470625.75,-12130903.55
996,53,ZenitSt.Petersburg,Russia,PremierLiga,16200000.0,8,1100000.0,6,-15100000.0,2011,1213422.56,17870405.01,-16656982.45
997,53,HamburgerSV,Germany,Bundesliga,15200000.0,20,15550000.0,12,350000.0,2010,17534321.1,17139657.92,394663.18
998,53,SportingCP,Portugal,LigaNOS,15000000.0,45,100000.0,30,-14900000.0,2009,113796.43,17069464.35,-16955667.92
999,53,CagliariCalcio,Italy,SerieA,19010000.0,19,1150000.0,21,-17860000.0,2008,1330329.32,21990922.15,-20660592.82
1000,53,PSVEindhoven,Netherlands,Eredivisie,18600000.0,19,23000000.0,21,4400000.0,2007,27432802.26,22184787.91,5248014.35
1001,53,ClubAtléticoRiverPlate,Argentina,TorneoFinal,12050000.0,38,24940000.0,36,12890000.0,2006,30319954.04,14649376.35,15670577.69
1002,53,RCDMallorca,Spain,LaLiga,9000000.0,23,5000000.0,27,-4000000.0,2005,6216530.91,11189755.64,-4973224.73
1003,53,GalatasaraySK,Turkey,SüperLig,7150000.0,16,7200000.0,16,50000.0,2004,9163040.4,9099408.17,63632.22
1004,53,Hannover96,Germany,Bundesliga,5030000.0,27,300000.0,24,-4730000.0,2003,389508.27,6530755.34,-6141247.07
1005,53,ClubAtléticoNewell'sOldBoys,Argentina,TorneoFinal,5000000.0,16,6000000.0,12,1000000.0,2002,7970106.71,6641755.59,1328351.12
1006,53,RealBetisBalompié,Spain,LaLiga,11080000.0,14,200000.0,15,-10880000.0,2001,271243.24,15026875.53,-14755632.29
1007,53,WestHamUnited,England,PremierLeague,9920000.0,23,42400000.0,27,32480000.0,2000,58979002.67,13798861.0,45180141.66
1008,54,CDCruzAzul,Mexico,LigaMXClausura,40060000.0,33,7770000.0,22,-32300000.0,2018,7891268.83,40685229.0,-32804116.24
1009,54,AFCBournemouth,England,PremierLeague,34300000.0,19,0.0,16,-34300000.0,2017,0.0,35303797.7,-35303797.7
1010,54,SportingCP,Portugal,LigaNOS,34800000.0,41,81960000.0,33,47160000.0,2016,85286245.06,36212314.88,49073930.17
1011,54,ShanghaiSIPG,China,SuperLeague,27500000.0,10,948000.0,11,-26550000.0,2015,988945.03,28687751.3,-27696719.89
1012,54,TSG1899Hoffenheim,Germany,Bundesliga,19200000.0,29,14420000.0,26,-4780000.0,2014,15017228.01,19995199.57,-4977971.56
1013,54,Bayer04Leverkusen,Germany,Bundesliga,22330000.0,23,35570000.0,18,13250000.0,2013,37357147.06,23451928.42,13915721.07
1014,54,AtalantaBC,Italy,SerieA,18350000.0,52,18450000.0,39,100000.0,2012,19806652.25,19699299.12,107353.13
1015,54,ASSaintÉtienne,France,Ligue1,16100000.0,28,28860000.0,22,12760000.0,2011,31835795.59,17760093.87,14075701.72
1016,54,ClubeAtléticoMineiro,Brazil,SérieA,14830000.0,55,12000000.0,43,-2830000.0,2010,13531308.89,16722442.57,-3191133.68
1017,54,AlJazira(AbuDhabi),UnitedArabEmirates,UAEGulfLeague,15000000.0,5,5000000.0,4,-10000000.0,2009,5689821.45,17069464.35,-11379642.9
1018,54,LOSCLille,France,Ligue1,18500000.0,19,20300000.0,18,1800000.0,2008,23483204.61,21400950.01,2082254.6
1019,54,TSG1899Hoffenheim,Germany,2.Bundesliga,18570000.0,13,0.0,15,-18570000.0,2007,0.0,22149006.0,-22149006.0
1020,54,StadeRennaisFC,France,Ligue1,12000000.0,20,24810000.0,17,12810000.0,2006,30161910.98,14588590.56,15573320.42
1021,54,AlSaddSportsClub,Qatar,StarsLeague,9000000.0,9,3000000.0,6,-6000000.0,2005,3729918.55,11189755.64,-7459837.1
1022,54,RealSociedad,Spain,LaLiga,6750000.0,17,16800000.0,13,10050000.0,2004,21380427.59,8590350.37,12790077.22
1023,54,VisselKobe,Japan,J2League,5000000.0,13,0.0,8,-5000000.0,2003,0.0,6491804.52,-6491804.52
1024,54,OlympiqueMarseille,France,Ligue1,5000000.0,26,6230000.0,23,1230000.0,2002,8275627.47,6641755.59,1633871.88
1025,54,ValenciaCF,Spain,LaLiga,10800000.0,16,49000000.0,11,38200000.0,2001,66454593.97,14647135.0,51807458.97
1026,54,CrystalPalace,England,FirstDivision,9900000.0,19,1050000.0,14,-8850000.0,2000,1460564.92,13771040.72,-12310475.79
1027,55,VfLWolfsburg,Germany,Bundesliga,40000000.0,18,4800000.0,15,-35200000.0,2018,4874915.11,40624292.56,-35749377.46
1028,55,FCGirondinsBordeaux,France,Ligue1,32600000.0,30,26250000.0,25,-6350000.0,2017,27018212.52,33554046.79,-6535834.27
1029,55,SSLazio,Italy,SerieA,32850000.0,46,28000000.0,36,-4850000.0,2016,29136345.31,34183176.55,-5046831.24
1030,55,BolognaFC1909,Italy,SerieA,26630000.0,57,800000.0,49,-25830000.0,2015,834552.77,27780175.17,-26945622.4
1031,55,ClubAtléticoBocaJuniors,Argentina,PrimeraDivisión,18910000.0,39,10950000.0,35,-7960000.0,2014,11403512.26,19693188.75,-8289676.49
1032,55,SantosFC,Brazil,SérieA,21160000.0,33,108200000.0,36,87040000.0,2013,113636303.4,22223143.99,91413159.4
1033,55,FCTwenteEnschede,Netherlands,Eredivisie,18000000.0,21,24500000.0,17,6500000.0,2012,26301516.54,19323563.17,6977953.37
1034,55,BoltonWanderers,England,PremierLeague,15600000.0,25,16330000.0,23,730000.0,2011,18013809.49,17208538.16,805271.34
1035,55,GuangzhouEvergrande,China,SuperLeague,14620000.0,17,0.0,9,-14620000.0,2010,0.0,16485644.66,-16485644.66
1036,55,ACSiena,Italy,SerieA,14900000.0,61,27200000.0,46,12300000.0,2009,30952628.69,16955667.92,13996960.77
1037,55,HullCity,England,PremierLeague,17950000.0,26,0.0,18,-17950000.0,2008,0.0,20764705.55,-20764705.55
1038,55,DynamoKyiv,Portugal,LigaNOS,18270000.0,68,71350000.0,44,53080000.0,2007,85101323.53,21791186.84,63310136.69
1039,55,FCGirondinsBordeaux,France,Ligue1,12000000.0,20,100000.0,14,-11900000.0,2006,121571.59,14588590.56,-14467018.97
1040,55,ClubAtléticoRiverPlate,Argentina,TorneoFinal,8930000.0,33,30540000.0,29,21620000.0,2005,37970570.82,11102724.21,26880279.67
1041,55,MiddlesbroughFC,England,PremierLeague,6750000.0,22,3450000.0,22,-3300000.0,2004,4390623.52,8590350.37,-4199726.85
1042,55,RealSociedad,Spain,LaLiga,5000000.0,12,0.0,9,-5000000.0,2003,0.0,6491804.52,-6491804.52
1043,55,1.FCKaiserslautern,Germany,Bundesliga,4900000.0,7,0.0,8,-4900000.0,2002,0.0,6508920.48,-6508920.48
1044,55,EvertonFC,England,PremierLeague,10500000.0,8,11930000.0,13,1430000.0,2001,16179659.31,14240270.14,1939389.17
1045,55,IpswichTown,England,PremierLeague,9600000.0,12,4500000.0,13,-5100000.0,2000,6259563.96,13353736.45,-7094172.49
1046,56,ClubedeRegatasdoFlamengo,Brazil,SérieA,38330000.0,20,90200000.0,27,51870000.0,2018,91607779.73,38928228.35,52679551.38
1047,56,ClubAtléticoRiverPlate,Argentina,PrimeraDivisión,32550000.0,20,41680000.0,14,9130000.0,2017,42899775.16,33502583.53,9397191.63
1048,56,JiangsuSuning,China,SuperLeague,32220000.0,17,13070000.0,16,-19150000.0,2016,13600429.76,33527608.78,-19927179.02
1049,56,ArsenalFC,England,PremierLeague,26500000.0,15,2500000.0,12,-24000000.0,2015,2607977.39,27644560.34,-25036582.95
1050,56,AlJazira(AbuDhabi),UnitedArabEmirates,UAEGulfLeague,18800000.0,8,6500000.0,12,-12300000.0,2014,6769208.19,19578632.92,-12809424.73
1051,56,AstonVilla,England,PremierLeague,19840000.0,32,8100000.0,29,-11740000.0,2013,8506969.11,20836823.1,-12329853.99
1052,56,DelfinoPescara1936,Italy,SerieA,17880000.0,61,13300000.0,46,-4580000.0,2012,14277966.12,19194739.42,-4916773.3
1053,56,SociedadeEsportivaPalmeiras,Brazil,SérieA,15550000.0,43,6000000.0,43,-9550000.0,2011,6618668.52,17153382.59,-10534714.06
1054,56,TigresUANL,Mexico,LigaMXClausura,14100000.0,34,450000.0,26,-13650000.0,2010,507424.08,15899287.94,-15391863.86
1055,56,HullCity,England,PremierLeague,14850000.0,24,16200000.0,27,1350000.0,2009,18435021.5,16898769.71,1536251.79
1056,56,GetafeCF,Spain,LaLiga,17500000.0,15,8000000.0,15,-9500000.0,2008,9254464.87,20244141.9,-10989677.03
1057,56,GetafeCF,Spain,LaLiga,18000000.0,17,13000000.0,13,-5000000.0,2007,15505496.93,21469149.59,-5963652.67
1058,56,SLBenfica,Portugal,LigaNOS,11700000.0,44,9850000.0,36,-1850000.0,2006,11974801.41,14223875.79,-2249074.38
1059,56,ClubAtléticoBocaJuniors,Argentina,TorneoFinal,8350000.0,34,925000.0,31,-7420000.0,2005,1150058.22,10381606.63,-9225331.88
1060,56,SSCNapoli,Italy,SerieCB,6130000.0,37,500000.0,45,-5630000.0,2004,636322.25,7801310.78,-7164988.53
1061,56,DeportivoGuadalajara,Mexico,LigaMXClausura,4900000.0,10,0.0,9,-4900000.0,2003,0.0,6361968.43,-6361968.43
1062,56,DynamoKyiv,Ukraine,PremierLiga,4800000.0,9,1000000.0,11,-3800000.0,2002,1328351.12,6376085.37,-5047734.25
1063,56,ACPerugia,Italy,SerieA,10360000.0,31,24000000.0,26,13640000.0,2001,32549188.88,14050399.87,18498789.02
1064,56,SportingCP,Portugal,LigaNOS,9400000.0,29,17800000.0,15,8400000.0,2000,24760053.01,13075533.61,11684519.4
1065,57,ZenitSt.Petersburg,Russia,PremierLiga,37000000.0,23,41000000.0,13,4000000.0,2018,41639899.88,37577470.62,4062429.26
1066,57,AthleticBilbao,Spain,LaLiga,32000000.0,12,65000000.0,9,33000000.0,2017,66902240.53,32936487.65,33965752.89
1067,57,BolognaFC1909,Italy,SerieA,31600000.0,51,16980000.0,46,-14620000.0,2016,17669112.26,32882446.85,-15213334.59
1068,57,RBLeipzig,Germany,2.Bundesliga,26100000.0,20,1900000.0,22,-24200000.0,2015,1982062.82,27227283.96,-25245221.14
1069,57,CardiffCity,England,Championship,18770000.0,42,31750000.0,38,12980000.0,2014,33064978.46,19547390.42,13517588.05
1070,57,ElJaishSportsClub,Qatar,StarsLeague,19700000.0,10,0.0,16,-19700000.0,2013,0.0,20689789.07,-20689789.07
1071,57,BlackburnRovers,England,Championship,17380000.0,51,11400000.0,46,-5980000.0,2012,12238256.68,18657973.77,-6419717.1
1072,57,NorwichCity,England,PremierLeague,15250000.0,22,500000.0,21,-14750000.0,2011,551555.71,16822449.16,-16270893.45
1073,57,NewcastleUnited,England,PremierLeague,13980000.0,25,41750000.0,18,27770000.0,2010,47077678.84,15763974.85,31313703.98
1074,57,StadeRennaisFC,France,Ligue1,14600000.0,24,13800000.0,21,-798000.0,2009,15703907.2,16614278.64,-908095.5
1075,57,CFAmérica,Mexico,LigaMXClausura,17050000.0,23,0.0,23,-17050000.0,2008,0.0,19723578.25,-19723578.25
1076,57,WiganAthletic,England,PremierLeague,17900000.0,26,17830000.0,20,-75000.0,2007,21266385.4,21349876.54,-89454.79
1077,57,AlIttihadJeddah,SaudiArabia,ProfessionalLeague,11500000.0,10,2200000.0,14,-9300000.0,2006,2674574.94,13980732.62,-11306157.68
1078,57,BirminghamCity,England,PremierLeague,8100000.0,31,7950000.0,27,-150000.0,2005,9884284.15,10070780.08,-186495.93
1079,57,InterMilan,Italy,SerieA,5950000.0,55,29940000.0,40,23990000.0,2004,38102976.32,7572234.77,30530741.54
1080,57,BesiktasJK,Turkey,SüperLig,4600000.0,16,9750000.0,22,5150000.0,2003,12659018.81,5972460.16,6686558.65
1081,57,UCSampdoria,Italy,SerieB,4610000.0,20,0.0,26,-4610000.0,2002,0.0,6123698.65,-6123698.65
1082,57,SportingCP,Portugal,LigaNOS,10050000.0,16,6330000.0,26,-3730000.0,2001,8584848.57,13629972.85,-5058686.44
1083,57,BolognaFC1909,Italy,SerieA,8640000.0,21,12630000.0,23,3990000.0,2000,17568509.52,12018362.81,5550146.71
1084,58,AlAhliJeddah,SaudiArabia,ProfessionalLeague,34870000.0,29,0.0,27,-34870000.0,2018,0.0,35414227.04,-35414227.04
1085,58,USSassuolo,Italy,SerieA,31600000.0,55,20000000.0,35,-11600000.0,2017,20585304.78,32524781.55,-11939476.77
1086,58,ChangchunYatai,China,SuperLeague,31300000.0,16,962000.0,14,-30340000.0,2016,1001041.58,32570271.72,-31571311.31
1087,58,BurnleyFC,England,Championship,25710000.0,23,20700000.0,23,-5010000.0,2015,21594052.8,26820439.49,-5226386.69
1088,58,VillarrealCF,Spain,LaLiga,18700000.0,21,22500000.0,18,3800000.0,2014,23431874.5,19474491.25,3957383.25
1089,58,MetalistKharkiv,Ukraine,PremierLiga,18500000.0,24,7000000.0,20,-11500000.0,2013,7351701.7,19429497.35,-12077795.65
1090,58,RedBullSalzburg,Austria,Bundesliga,15980000.0,27,1700000.0,23,-14280000.0,2012,1825003.19,17155029.97,-15330026.78
1091,58,ShakhtarDonetsk,Ukraine,PremierLiga,15230000.0,20,10000000.0,14,-5230000.0,2011,11031114.2,16800386.93,-5769272.73
1092,58,WestBromwichAlbion,England,PremierLeague,13830000.0,32,850000.0,28,-12980000.0,2010,958467.71,15594833.49,-14636365.78
1093,58,RealZaragoza,Spain,LaLiga,14400000.0,23,10920000.0,23,-3490000.0,2009,12426570.05,16386685.78,-3971495.37
1094,58,BesiktasJK,Turkey,SüperLig,16550000.0,33,800000.0,25,-15750000.0,2008,925446.49,19145174.2,-18219727.71
1095,58,FCSchalke04,Germany,Bundesliga,17800000.0,14,14510000.0,12,-3300000.0,2007,17306520.03,21230603.49,-3936010.76
1096,58,OlympiqueMarseille,France,Ligue1,11430000.0,31,9880000.0,30,-1550000.0,2006,12011272.89,13895632.5,-1884359.61
1097,58,SportingCP,Portugal,LigaNOS,8000000.0,43,7750000.0,33,-250000.0,2005,9635622.92,9946449.46,-310826.55
1098,58,SLBenfica,Portugal,LigaNOS,5450000.0,32,18400000.0,26,12950000.0,2004,23416658.79,6935912.52,16480746.27
1099,58,SaturnRamenskoe,Russia,PremierLiga,4480000.0,18,50000.0,16,-4430000.0,2003,64918.05,5816656.85,-5751738.8
1100,58,TernanaCalcio,Italy,SerieB,4500000.0,21,7500000.0,24,3000000.0,2002,9962633.39,5977580.03,3985053.35
1101,58,1.FCKaiserslautern,Germany,Bundesliga,9250000.0,12,4050000.0,10,-5200000.0,2001,5492675.62,12544999.88,-7052324.26
1102,58,OlympiacosPiraeus,Greece,SuperLeague,8210000.0,13,8000000.0,12,-210000.0,2000,11128113.71,11420226.7,-292112.98
1103,59,CagliariCalcio,Italy,SerieA,34300000.0,43,7500000.0,37,-26800000.0,2018,7617054.86,34835330.87,-27218276.02
1104,59,VfBStuttgart,Germany,Bundesliga,30900000.0,23,7600000.0,20,-23300000.0,2017,7822415.82,31804295.88,-23981880.07
1105,59,RealMadrid,Spain,LaLiga,30000000.0,19,37500000.0,12,7500000.0,2016,39021891.04,31217512.83,7804378.21
1106,59,BeijingGuoan,China,SuperLeague,25300000.0,16,6800000.0,17,-18500000.0,2015,7093698.5,26392731.19,-19299032.69
1107,59,DinamoMoscow,Russia,PremierLiga,18500000.0,16,800000.0,19,-17700000.0,2014,833133.32,19266207.92,-18433074.61
1108,59,GuangzhouEvergrande,China,SuperLeague,18130000.0,26,4190000.0,24,-13940000.0,2013,4400518.59,19040907.4,-14640388.81
1109,59,WolverhamptonWanderers,England,Championship,15330000.0,35,30480000.0,35,15150000.0,2012,32721233.64,16457234.63,16263999.0
1110,59,AlHilalRiyadh,SaudiArabia,ProfessionalLeague,14730000.0,11,11200000.0,15,-3530000.0,2011,12354847.91,16248831.22,-3893983.31
1111,59,StandardLiège,Belgium,JupilerProLeague,13730000.0,28,12150000.0,22,-1580000.0,2010,13700450.25,15482072.59,-1781622.34
1112,59,CelticFC,Scotland,Premiership,14250000.0,27,10470000.0,31,-3790000.0,2009,11914486.12,16215991.13,-4312884.66
1113,59,ACSiena,Italy,SerieA,16400000.0,51,9350000.0,37,-7050000.0,2008,10816155.82,18971652.98,-8155497.17
1114,59,HerthaBSC,Germany,Bundesliga,17350000.0,20,18800000.0,21,1450000.0,2007,22423334.02,20693874.75,1729459.27
1115,59,MiddlesbroughFC,England,PremierLeague,11300000.0,21,4680000.0,24,-6630000.0,2006,5689550.32,13737589.44,-8060196.28
1116,59,TorinoFC,Italy,SerieB,7590000.0,41,100000.0,37,-7490000.0,2005,124330.62,9436693.93,-9312363.31
1117,59,CDCruzAzul,Mexico,LigaMXClausura,5400000.0,16,8200000.0,13,2800000.0,2004,10435684.9,6872280.3,3563404.6
1118,59,AJAuxerre,France,Ligue1,4400000.0,9,3530000.0,10,-875000.0,2003,4583213.99,5712787.97,-1136065.79
1119,59,LeedsUnited,England,PremierLeague,4500000.0,18,80120000.0,19,75620000.0,2002,106427491.59,5977580.03,100449911.56
1120,59,BesiktasJK,Turkey,SüperLig,8350000.0,31,10750000.0,25,2400000.0,2001,14579324.19,11324405.3,3254918.89
1121,59,RCStrasbourgAlsace,France,Ligue1,8000000.0,14,2000000.0,13,-6000000.0,2000,2782028.43,11128113.71,-8346085.28
1122,60,BolognaFC1909,Italy,SerieA,33300000.0,58,45700000.0,46,12400000.0,2018,46413254.25,33819723.56,12593530.69
1123,60,Ajax ,Netherlands,Eredivisie,28650000.0,17,81200000.0,11,52550000.0,2017,83576337.41,29488449.1,54087888.31
1124,60,1.FSVMainz05,Germany,Bundesliga,29210000.0,21,25700000.0,18,-3510000.0,2016,26743002.66,30395451.66,-3652449.0
1125,60,RealSociedad,Spain,LaLiga,25100000.0,21,1000000.0,18,-24100000.0,2015,1043190.96,26184093.0,-25140902.05
1126,60,DeportivoGuadalajara,Mexico,LigaMXClausura,18200000.0,42,0.0,30,-18200000.0,2014,0.0,18953782.93,-18953782.93
1127,60,UCSampdoria,Italy,SerieA,17450000.0,83,29150000.0,61,11700000.0,2013,30614586.36,18326742.09,12287844.27
1128,60,KubanKrasnodar,Russia,PremierLiga,15000000.0,16,18000000.0,13,3000000.0,2012,19323563.17,16102969.31,3220593.86
1129,60,ClubedeRegatasdoFlamengo,Brazil,SérieA,14690000.0,48,3250000.0,36,-11440000.0,2011,3585112.12,16204706.76,-12619594.65
1130,60,AlSaddSportsClub,Qatar,StarsLeague,13650000.0,10,0.0,11,-13650000.0,2010,0.0,15391863.86,-15391863.86
1131,60,ShakhtarDonetsk,Ukraine,PremierLiga,14000000.0,13,40190000.0,14,26190000.0,2009,45734784.82,15931500.06,29803284.76
1132,60,WestHamUnited,England,PremierLeague,16000000.0,28,68830000.0,31,52830000.0,2008,79623102.12,18508929.74,61114172.38
1133,60,CelticFC,Scotland,Premiership,17130000.0,20,8440000.0,20,-8690000.0,2007,10066645.7,20431474.03,-10364828.33
1134,60,DeportivodeLaCoruña,Spain,LaLiga,11070000.0,28,3900000.0,27,-7170000.0,2006,4741291.93,13457974.79,-8716682.86
1135,60,Trabzonspor,Turkey,SüperLig,7500000.0,33,4000000.0,23,-3500000.0,2005,4973224.73,9324796.37,-4351571.64
1136,60,AtalantaBC,Italy,SerieA,5400000.0,26,7880000.0,25,2480000.0,2004,10028438.66,6872280.3,3156158.36
1137,60,RubinKazan,Russia,PremierLiga,4150000.0,12,0.0,9,-4150000.0,2003,0.0,5388197.75,-5388197.75
1138,60,DeportivoAlavés,Spain,LaLiga,4400000.0,10,0.0,15,-4400000.0,2002,0.0,5844744.92,-5844744.92
1139,60,TorinoFC,Italy,SerieA,8230000.0,19,0.0,22,-8230000.0,2001,0.0,11161659.35,-11161659.35
1140,60,RCLens,France,Ligue1,7800000.0,17,26000000.0,19,18200000.0,2000,36166369.56,10849910.87,25316458.69
1141,61,BurnleyFC,England,PremierLeague,33000000.0,8,8000000.0,9,-25000000.0,2018,8124858.51,33515041.36,-25390182.85
1142,61,LeedsUnited,England,Championship,28430000.0,33,17500000.0,27,-10930000.0,2017,18012141.68,29262010.74,-11249869.06
1143,61,RSCAnderlecht,Belgium,JupilerProLeague,29100000.0,42,29900000.0,34,800000.0,2016,31113454.46,30280987.45,832467.01
1144,61,TSG1899Hoffenheim,Germany,Bundesliga,23400000.0,40,57150000.0,31,33750000.0,2015,59618363.15,24410668.38,35207694.77
1145,61,SCBraga,Portugal,LigaNOS,17900000.0,36,50000.0,28,-17850000.0,2014,52070.83,18641357.94,-18589287.1
1146,61,CSKAMoscow,Russia,PremierLiga,16700000.0,11,17200000.0,10,500000.0,2013,18064181.32,17539059.77,525121.55
1147,61,FKKrasnodar,Russia,PremierLiga,14870000.0,21,9700000.0,21,-5170000.0,2012,10413253.49,15963410.24,-5550156.76
1148,61,AlAinFC,UnitedArabEmirates,UAEGulfLeague,14370000.0,7,2800000.0,11,-11570000.0,2011,3088711.98,15851711.11,-12762999.13
1149,61,OlympiacosPiraeus,Greece,SuperLeague,13600000.0,44,5000000.0,37,-8600000.0,2010,5638045.37,15335483.41,-9697438.04
1150,61,CSKAMoscow,Russia,PremierLiga,13840000.0,21,22600000.0,19,8760000.0,2009,25717992.96,15749425.78,9968567.18
1151,61,FCSchalke04,Germany,Bundesliga,15750000.0,9,9000000.0,11,-6750000.0,2008,10411272.98,18219727.71,-7808454.73
1152,61,DniproDnipropetrovsk,Ukraine,PremierLiga,16550000.0,20,4750000.0,20,-11800000.0,2007,5665470.03,19739690.32,-14074220.29
1153,61,ASSaintÉtienne,France,Ligue1,10710000.0,21,13350000.0,20,2640000.0,2006,16229806.99,13020317.07,3209489.92
1154,61,FCSochauxMontbéliard,France,Ligue1,7500000.0,21,13700000.0,19,6200000.0,2005,17033294.7,9324796.37,7708498.33
1155,61,FCSochauxMontbéliard,France,Ligue1,5400000.0,13,14000000.0,11,8600000.0,2004,17817022.99,6872280.3,10944742.7
1156,61,SantosLaguna,Mexico,LigaMXClausura,4000000.0,13,0.0,5,-4000000.0,2003,0.0,5193443.61,-5193443.61
